DATE,index
1993-03-01,64.823541636671
1993-04-01,64.708486328703
1993-05-01,64.834818361015
1993-06-01,65.145055518531
1993-07-01,65.518291159127
1993-08-01,65.732347740154
1993-09-01,65.848089352432
1993-10-01,65.88442886281901
1993-11-01,66.22363685046899
1993-12-01,66.517025626636
1994-01-01,66.81800035466999
1994-02-01,67.06787747229299
1994-03-01,67.468920210001
1994-04-01,68.02622307895601
1994-05-01,67.930910452735
1994-06-01,68.127174970448
1994-07-01,68.163033687563
1994-08-01,68.287061023652
1994-09-01,68.44192534600501
1994-10-01,68.655918175888
1994-11-01,68.791136329014
1994-12-01,68.78034959888001
1995-01-01,68.793549722092
1995-02-01,69.012339523012
1995-03-01,69.125581455123
1995-04-01,68.98109005441201
1995-05-01,69.09352005737
1995-06-01,69.389104641291
1995-07-01,69.696546728398
1995-08-01,70.025862822299
1995-09-01,70.12427899567
1995-10-01,70.142451811889
1995-11-01,70.11222412797599
1995-12-01,70.266057526068
1996-01-01,70.680809435983
1996-02-01,70.95717069391
1996-03-01,71.393139889377
1996-04-01,71.65658068333
1996-05-01,71.819217441656
1996-06-01,72.083989017544
1996-07-01,72.436768027156
1996-08-01,72.932056464764
1996-09-01,73.01787359784299
1996-10-01,73.324348157671
1996-11-01,73.475798666514
1996-12-01,74.196279801909
1997-01-01,74.608488395937
1997-02-01,74.905668832617
1997-03-01,75.353969185664
1997-04-01,75.725513199236
1997-05-01,76.132557482284
1997-06-01,76.494660283431
1997-07-01,76.753209092951
1997-08-01,77.074229791733
1997-09-01,77.442385278644
1997-10-01,78.002176124054
1997-11-01,78.61892119515801
1997-12-01,79.28475505093199
1998-01-01,79.899481670404
1998-02-01,80.574025881053
1998-03-01,81.17811508996999
1998-04-01,81.945687726633
1998-05-01,82.79337891160999
1998-06-01,83.683582314258
1998-07-01,84.490437705383
1998-08-01,85.277797664498
1998-09-01,86.20229403119801
1998-10-01,86.575251893701
1998-11-01,86.883525426439
1998-12-01,87.787845401208
1999-01-01,89.242142347041
1999-02-01,90.56060917577
1999-03-01,91.288559355998
1999-04-01,92.15338102936701
1999-05-01,92.999168036639
1999-06-01,93.800575738951
1999-07-01,95.077944698673
1999-08-01,96.080052467164
1999-09-01,97.20471543637699
1999-10-01,98.2124269618
1999-11-01,99.27092771479799
1999-12-01,100.358317982533
2000-01-01,100.919821590023
2000-02-01,101.89422143470699
2000-03-01,102.65101547418199
2000-04-01,104.3476375359
2000-05-01,106.009516283934
2000-06-01,107.930236768745
2000-07-01,108.92451490714899
2000-08-01,110.129182724902
2000-09-01,111.37087500728
2000-10-01,112.969456430909
2000-11-01,114.770296709683
2000-12-01,116.95051148320101
2001-01-01,118.837640327509
2001-02-01,120.406698070056
2001-03-01,121.556147370561
2001-04-01,122.739542564423
2001-05-01,123.177583776844
2001-06-01,124.43962288527099
2001-07-01,125.60144106102699
2001-08-01,126.943100745741
2001-09-01,128.146239142047
2001-10-01,129.133394338795
2001-11-01,130.18167130536997
2001-12-01,130.50955152927
2002-01-01,131.353014792465
2002-02-01,131.77357185703002
2002-03-01,132.967860375973
2002-04-01,134.527652018006
2002-05-01,136.681661390206
2002-06-01,138.77163921083
2002-07-01,140.54140887921002
2002-08-01,142.307908513207
2002-09-01,144.203420560412
2002-10-01,145.84890815689
2002-11-01,147.40949749145
2002-12-01,147.85837691214599
2003-01-01,148.524521709845
2003-02-01,149.69788931362302
2003-03-01,150.972718276728
2003-04-01,151.641459989755
2003-05-01,151.878699361541
2003-06-01,152.378332720983
2003-07-01,152.891639367231
2003-08-01,153.56454211094402
2003-09-01,154.607433906675
2003-10-01,155.903690210299
2003-11-01,157.682859019743
2003-12-01,159.303370649343
2004-01-01,160.572513053799
2004-02-01,161.987238185346
2004-03-01,163.25301906803801
2004-04-01,165.531011139305
2004-05-01,166.174068670028
2004-06-01,167.516007489187
2004-07-01,168.140511734873
2004-08-01,169.288880786128
2004-09-01,170.159440372522
2004-10-01,172.052016772929
2004-11-01,173.05252057572102
2004-12-01,174.318192492342
2005-01-01,175.758704704394
2005-02-01,177.935055923867
2005-03-01,179.459697679562
2005-04-01,180.492709711218
2005-05-01,180.709489503636
2005-06-01,180.082324260233
2005-07-01,180.010974882801
2005-08-01,179.70003736240298
2005-09-01,180.14724185038102
2005-10-01,180.022201137175
2005-11-01,180.810892502113
2005-12-01,180.436268618778
2006-01-01,180.62526814026
2006-02-01,179.542548252034
2006-03-01,180.047920568633
2006-04-01,179.34470655456698
2006-05-01,178.324385160983
2006-06-01,176.494098957967
2006-07-01,175.600430815696
2006-08-01,174.916182413888
2006-09-01,173.846429721883
2006-10-01,173.74473384306998
2006-11-01,171.90895730997602
2006-12-01,171.28565214665198
2007-01-01,170.575757530824
2007-02-01,171.278348145922
2007-03-01,171.848930273422
2007-04-01,171.654994416829
2007-05-01,170.93280521881002
2007-06-01,169.706320147611
2007-07-01,169.227906805179
2007-08-01,167.984868546399
2007-09-01,168.037772119132
2007-10-01,167.42789426563
2007-11-01,166.95339666700198
2007-12-01,165.525011142673
2008-01-01,164.751290565235
2008-02-01,163.525177130457
2008-03-01,162.22270175244898
2008-04-01,160.964931111915
2008-05-01,160.57490551317102
2008-06-01,160.548069293634
2008-07-01,159.6723215983
2008-08-01,159.489675325412
2008-09-01,158.216990130205
2008-10-01,157.447665285593
2008-11-01,154.8358396564
2008-12-01,153.992704651226
2009-01-01,152.674307197586
2009-02-01,151.90290541401
2009-03-01,149.677795229503
2009-04-01,148.809598146203
2009-05-01,149.162401830043
2009-06-01,150.843254795126
2009-07-01,151.36586911376003
2009-08-01,152.389100837538
2009-09-01,152.796386469174
2009-10-01,153.151009128871
2009-11-01,154.067717460757
2009-12-01,154.825432607517
2010-01-01,154.97574007705
2010-02-01,154.730771991803
2010-03-01,155.63322148157
2010-04-01,156.07214868231
2010-05-01,156.410429923669
2010-06-01,155.72710913667
2010-07-01,155.260265796236
2010-08-01,154.50138012735098
2010-09-01,153.377532602899
2010-10-01,152.995246513914
2010-11-01,153.048272267344
2010-12-01,153.687186335018
2011-01-01,154.193243834333
2011-02-01,153.247087261079
2011-03-01,151.427801325952
2011-04-01,149.272867297137
2011-05-01,151.177238066782
2011-06-01,152.325567619619
2011-07-01,152.147919389794
2011-08-01,151.78005988624201
2011-09-01,151.594611835114
2011-10-01,151.595329812712
2011-11-01,150.78962427730698
2011-12-01,149.80570210033198
2012-01-01,149.892194153685
2012-02-01,149.603501123401
2012-03-01,149.720394080128
2012-04-01,149.02385504703997
2012-05-01,150.662801595814
2012-06-01,152.267682883133
2012-07-01,153.626291819602
2012-08-01,154.63049826992
2012-09-01,154.610593797845
2012-10-01,154.199036987934
2012-11-01,154.253084906294
2012-12-01,155.23775588067
2013-01-01,155.954019997017
2013-02-01,157.331439511905
2013-03-01,159.255342379045
2013-04-01,160.709423888862
2013-05-01,161.650421384588
2013-06-01,162.533627574982
2013-07-01,163.537928387756
2013-08-01,164.791888261161
2013-09-01,166.487884472747
2013-10-01,167.647594382996
2013-11-01,169.432945865911
2013-12-01,170.249208005213
2014-01-01,170.16941278328002
2014-02-01,170.448418546131
2014-03-01,171.67332052403998
2014-04-01,174.796365332876
2014-05-01,174.788793471724
2014-06-01,173.999407574478
2014-07-01,173.086182907621
2014-08-01,173.416918167235
2014-09-01,174.10363933785302
2014-10-01,174.97331216055
2014-11-01,175.926267083886
2014-12-01,176.57396712277
2015-01-01,178.186794090765
2015-02-01,178.715472563542
2015-03-01,179.02589756410998
2015-04-01,177.40024592174
2015-05-01,178.46638230335603
2015-06-01,179.73779797618698
2015-07-01,180.855951905354
2015-08-01,181.647750552094
2015-09-01,182.307747277781
2015-10-01,183.56753123842302
2015-11-01,183.843706718903
2015-12-01,184.388073608489
2016-01-01,184.5042669888
2016-02-01,185.020373932098
2016-03-01,186.660641095932
2016-04-01,187.32453682746998
2016-05-01,188.340919768195
2016-06-01,188.236939399967
2016-07-01,188.587328733843
2016-08-01,189.248936318375
2016-09-01,190.22443381447
2016-10-01,191.737109077356
2016-11-01,193.78337807315103
2016-12-01,195.74914430333197
2017-01-01,197.303202214339
2017-02-01,198.61096673194598
2017-03-01,200.45219013725898
2017-04-01,199.690730910779
2017-05-01,199.649343099888
2017-06-01,200.088008757403
2017-07-01,201.640855319124
2017-08-01,202.42852924195998
2017-09-01,204.03496163033
2017-10-01,204.891099817907
2017-11-01,205.75985789297002
2017-12-01,206.461296214739
2018-01-01,207.74603703348302
2018-02-01,210.031616279281
2018-03-01,211.56288033509998
2018-04-01,213.115671551055
2018-05-01,213.530970891209
2018-06-01,214.250823636671
2018-07-01,213.80636228555
