title,address,city,state,zipcode,price,date_sold,readable_date_sold,bedrooms,bathrooms,living_area,lot_size,year_built,home_type,home_status,finished_SqFt,total_rooms,neighborhood,zpid
965000,47 Beaumont St,Boston,MA,02124,965000,1522695600000,4/2/18,6,4,4034,9681,1935,MULTI_FAMILY,RECENTLY_SOLD,4034,10,South Dorchester,59117089
1240000,73 Mapleton St,Boston,MA,02135,1240000,1475866800000,10/7/16,10,4,4031,7405,1930,SINGLE_FAMILY,SOLD,4026,24,Brighton,247099558
$11M,305 Commonwealth Ave,Boston,MA,02115,10990000,1448956800000,12/1/15,3,4,4028,3920,1884,CONDO,PENDING,4028,18,Back Bay,59169911
4200000,13 Rutland Sq,Boston,MA,02118,4200000,1461826800000,4/28/16,4,5,4025,3920,1860,TOWNHOUSE,SOLD,4025,10,South End,59183311
216000,42 Greenville St,Boston,MA,02119,216000,1477033200000,10/21/16,8,2.5,4019,7543,1885,SINGLE_FAMILY,SOLD,4019,12,Roxbury,59186578
640000,1899 Hyde Park Ave,Boston,MA,02136,640000,1475650800000,10/5/16,7,3,4016,4791,1920,MULTI_FAMILY,SOLD,4016,12,Hyde Park,59129423
1050000,16 Nonantum St,Boston,MA,02135,1050000,1464073200000,5/24/16,6,3,4014,3463,1910,MULTI_FAMILY,SOLD,4014,16,Brighton,59096977
850000,81 Orchard St,Boston,MA,02130,850000,1512133200000,12/1/17,3,1,4012,6695,1920,APARTMENT,RECENTLY_SOLD,4012,16,Jamaica Plain,59134171
725000,37 Clifford St,Boston,MA,02119,725000,1501228800000,7/28/17,8,4,4007,6534,1880,SINGLE_FAMILY,SOLD,4007,13,Roxbury,59186014
2000000,560 E 5th St,Boston,MA,02127,2000000,1528988400000,6/14/18,5,3,4002,5508,1900,MULTI_FAMILY,RECENTLY_SOLD,4002,14,South Boston,59150790
652500,20 Ophir St,Boston,MA,02130,652500,1447291800000,11/12/15,6,4,4001,4001,2015,SINGLE_FAMILY,SOLD,4001,12,Jamaica Plain,123850265
955000,40 Constance Rd,Boston,MA,02132,955000,1533236400000,8/2/18,4,4,4000,11078,2011,SINGLE_FAMILY,RECENTLY_SOLD,4000,10,West Roxbury,190070505
526000,41 Brookley Rd,Boston,MA,02130,526000,1481526000000,12/12/16,2,1,4000,4000,1915,APARTMENT,SOLD,4000,18,Jamaica Plain,59135652
529000,117 Bowdoin St,Boston,MA,02124,529000,1451890800000,1/4/16,11,3,4000,6000,1900,SINGLE_FAMILY,SOLD,4000,15,South Dorchester,59104637
1375000,427 Pond St # C,Boston,MA,02130,1375000,1512633600000,12/7/17,4,4,4000,4054,2000,CONDO,RECENTLY_SOLD,4000,14,Jamaica Plain,59210612
940000,247 Princeton St,Boston,MA,02128,940000,1526065200000,5/11/18,3,1,3999,2613,1890,APARTMENT,RECENTLY_SOLD,3999,17,East Boston,59124298
985000,308 Bunker Hill St,Boston,MA,02129,985000,1522738800000,4/3/18,5,3,3996,2018,1880,MULTI_FAMILY,RECENTLY_SOLD,3996,17,Charlestown,59100390
760000,21 1/2 Mount Vernon St,Boston,MA,02125,760000,1530298800000,6/29/18,8,3,3990,3100,1905,MULTI_FAMILY,RECENTLY_SOLD,3990,17,North Dorchester,59116962
615000,23 Saranac St,Boston,MA,02122,615000,1503687600000,8/25/17,6,3,3990,4356,1920,MULTI_FAMILY,SOLD,3990,15,South Dorchester,59117930
1201000,31 Iffley Rd,Boston,MA,02130,1201000,1479456000000,11/18/16,11,3,3987,4375,1915,MULTI_FAMILY,SOLD,3987,27,Jamaica Plain,59133566
740000,492 Harvard St,Boston,MA,02124,740000,1531335600000,7/11/18,9,3,3984,2613,1920,MULTI_FAMILY,RECENTLY_SOLD,3984,15,Mattapan,59116853
690000,34 Whitfield St,Boston,MA,02124,690000,1517346000000,1/30/18,12,3,3984,3049,1900,MULTI_FAMILY,RECENTLY_SOLD,3984,18,South Dorchester,59106881
2650,5 Castleton St,Boston,MA,02130,2650,1464764400000,6/1/16,6,2,3983,5884,1920,MULTI_FAMILY,SOLD,3983,12,Jamaica Plain,59131669
639000,25 Hawthorne St,Boston,MA,02119,639000,1462950000000,5/11/16,6,2,3982,7405,1875,MULTI_FAMILY,SOLD,3982,11,Roxbury,59185742
550000,37 Dix St,Boston,MA,02122,550000,1478156400000,11/3/16,9,3,3981,3484,1905,MULTI_FAMILY,SOLD,3981,17,South Dorchester,59108379
850000,32 Bellevue St,Boston,MA,02125,850000,1512046800000,11/30/17,9,3,3978,5662,1905,MULTI_FAMILY,RECENTLY_SOLD,3978,18,North Dorchester,59213347
1304000,39 Belmont St,Boston,MA,02129,1304000,1529092800000,6/15/18,3,3.5,3976,1742,2008,SINGLE_FAMILY,RECENTLY_SOLD,3976,6,Charlestown,59099592
389500,131 Harold St,Boston,MA,02121,389500,1495627200000,5/24/17,6,3,3969,2662,1905,MULTI_FAMILY,SOLD,3969,15,Roxbury,59161843
750000,43 Hancock St,Boston,MA,02114,750000,1493380800000,4/28/17,9,3,3966,3415,1905,MULTI_FAMILY,SOLD,3966,18,North Dorchester,59105429
1650000,15A Linden St,Allston,MA,02134,1650000,1467961200000,7/8/16,14,4,3965,2335,1900,MULTI_FAMILY,SOLD,3965,22,Allston,2098678743
310000,544 Ashmont St,Boston,MA,02122,310000,1502823600000,8/15/17,6,3,3964,3964,1905,SINGLE_FAMILY,SOLD,3964,13,South Dorchester,59114888
620000,67 Kingsdale St,Boston,MA,02124,620000,1452582000000,1/12/16,11,6,3963,4560,1905,MULTI_FAMILY,SOLD,3963,18,Roxbury,59113575
1045000,19 Adams St,Boston,MA,02122,1045000,1525330800000,5/3/18,9,7,3963,3484,1900,MULTI_FAMILY,RECENTLY_SOLD,3963,18,South Dorchester,59108761
1275000,4 Hagar St,Boston,MA,02130,1275000,1480510800000,11/30/16,6,3,3962,3484,1905,MULTI_FAMILY,SOLD,3962,15,Jamaica Plain,59133766
755000,700 Metropolitan Ave,Hyde Park,MA,02136,755000,1482238800000,12/20/16,7,5,3960,6600,1905,MULTI_FAMILY,SOLD,3960,19,Hyde Park,2095539346
865000,60 Belfort St,Boston,MA,02125,865000,1487278800000,2/16/17,4,2,3960,2416,1905,MULTI_FAMILY,SOLD,3960,18,North Dorchester,59111712
1075000,24 Willis St,Boston,MA,02125,1075000,1513602000000,12/18/17,4,1,3957,3484,1900,MULTI_FAMILY,RECENTLY_SOLD,3957,18,North Dorchester,59105238
340000,622 Morton St,Boston,MA,02126,340000,1521496800000,3/19/18,9,3,3957,2829,1920,MULTI_FAMILY,RECENTLY_SOLD,3957,15,Mattapan,59116852
607000,28 Park View St,Boston,MA,02121,607000,1479884400000,11/23/16,11,6,3948,4964,1900,MULTI_FAMILY,SOLD,3948,21,Roxbury,59101646
800000,144 Cummins Hwy,Boston,MA,02131,800000,1533020400000,7/31/18,6,3,3948,6534,1905,MULTI_FAMILY,RECENTLY_SOLD,3948,17,Roslindale,59146030
650000,96 Normandy St,Boston,MA,02121,650000,1500465600000,7/19/17,9,3,3945,3234,1905,MULTI_FAMILY,SOLD,3945,18,Roxbury,59105889
560000,64 Fletcher St,Boston,MA,02131,560000,1488286800000,2/28/17,7,3,3943,6098,1910,MULTI_FAMILY,SOLD,3943,15,Roslindale,59142884
2000000,38 Creighton St,Boston,MA,02130,2000000,1490943600000,3/31/17,8,6,3926,6098,1910,MULTI_FAMILY,SOLD,3926,12,Jamaica Plain,59131364
726000,35 Fox St,Boston,MA,02122,726000,1472434200000,8/29/16,12,3,3924,3484,1905,MULTI_FAMILY,SOLD,3924,18,South Dorchester,59108736
780000,22 Ronan St,Boston,MA,02125,780000,1502305200000,8/9/17,11,3,3924,4791,1905,MULTI_FAMILY,SOLD,3924,18,North Dorchester,59107030
1000000,47 Semont Rd,Boston,MA,02124,1000000,1501488000000,7/31/17,3,1,3924,5662,1920,APARTMENT,SOLD,3924,18,South Dorchester,59110793
567000,51 Belfort St,Boston,MA,02125,567000,1501830000000,8/4/17,9,3,3921,2178,1905,MULTI_FAMILY,SOLD,3921,15,North Dorchester,59110276
850000,2999 Washington St,Boston,MA,02119,850000,1513353600000,12/15/17,1,1,3920,2083,1910,MULTI_FAMILY,RECENTLY_SOLD,3920,,Jamaica Plain,2115942067
650000,58 Blue Hill Ave,Boston,MA,02119,650000,1512633600000,12/7/17,9,3,3919,2531,1905,MULTI_FAMILY,RECENTLY_SOLD,3919,15,Roxbury,59186320
950000,172 Boylston St,Boston,MA,02116,950000,1498824000000,6/30/17,8,3,3919,3150,1900,MULTI_FAMILY,SOLD,3919,15,Jamaica Plain,59133184
5191000,54 Commonwealth Ave APT 3,Boston,MA,02116,5191000,1511269200000,11/21/17,4,4,3919,3919,1900,CONDO,RECENTLY_SOLD,3919,8,Back Bay,59166215
840000,119 Cushing Ave,Boston,MA,02125,840000,1486710000000,2/10/17,6,3,3918,5222,1886,MULTI_FAMILY,SOLD,3918,13,North Dorchester,59108547
390000,701 Walk Hill St,Boston,MA,02126,390000,1481698800000,12/14/16,9,3,3915,3049,1910,MULTI_FAMILY,SOLD,3915,18,Mattapan,59137680
4050000,343 Commercial St # 114,Boston,MA,02109,4050000,1512680400000,12/7/17,4,3.5,3911,3911,1875,CONDO,RECENTLY_SOLD,3911,8,North End,189934400
580000,120 Woodrow Ave,Boston,MA,02124,580000,1495609200000,5/24/17,4,3,3908,6534,1905,MULTI_FAMILY,SOLD,3908,12,Mattapan,59116240
300000,21 Corona St,Boston,MA,02124,300000,1446033600000,10/28/15,9,3,3906,3864,1905,MULTI_FAMILY,SOLD,3906,18,South Dorchester,59107307
468750,53 Paul Gore St,Boston,MA,02130,468750,1496818800000,6/7/17,6,3,3904,5438,1890,MULTI_FAMILY,SOLD,3904,18,Jamaica Plain,59131944
775000,171 W 4th St UNIT 3,Boston,MA,02127,775000,1536865200000,9/13/18,2,2,1100,1100,2009,CONDO,RECENTLY_SOLD,1100,4,South Boston,113389669
1150000,132 Thornton St,Boston,MA,02119,1150000,1536850800000,9/13/18,6,4.5,3084,4791,1905,MULTI_FAMILY,RECENTLY_SOLD,3084,7,Roxbury,59186397
785000,28 Dorr St,Boston,MA,02119,785000,1536822000000,9/13/18,4,5,2100,2134,2009,MULTI_FAMILY,RECENTLY_SOLD,2100,6,Roxbury,113389182
615000,148 M St # 1,Boston,MA,02127,615000,1536822000000,9/13/18,2,2,785,785,1890,CONDO,RECENTLY_SOLD,785,4,South Boston,102987509
495000,7 Unity St APT 2,Boston,MA,02113,495000,1536789600000,9/12/18,1,1,575,575,1910,CONDO,RECENTLY_SOLD,575,3,North End,59181146
650000,7 Pond St,Boston,MA,02136,650000,1536778800000,9/12/18,4,2,2174,4791,1900,MULTI_FAMILY,RECENTLY_SOLD,2174,9,Hyde Park,59127548
685000,36 Brookford St,Boston,MA,02125,685000,1536778800000,9/12/18,5,3,2253,1742,1905,MULTI_FAMILY,RECENTLY_SOLD,2253,13,Roxbury,59105832
1670000,346 Congress St UNIT 401,Boston,MA,02210,1670000,1536778800000,9/12/18,3,3,1804,1742,1899,CONDO,RECENTLY_SOLD,1804,8,South Boston,90136914
1425000,201 Hillside St,Boston,MA,02120,1425000,1536778800000,9/12/18,6,3,2841,2000,1900,MULTI_FAMILY,RECENTLY_SOLD,2841,12,Mission Hill,59187667
565000,20 Tafthill Ter,Boston,MA,02131,565000,1536764400000,9/12/18,4,2,2058,6969,1910,MULTI_FAMILY,RECENTLY_SOLD,2058,8,Roslindale,59142264
650000,32 Parkton Rd # 3,Boston,MA,02130,650000,1536735600000,9/12/18,3,1,1100,87,1905,TOWNHOUSE,RECENTLY_SOLD,1100,6,Jamaica Plain,87793227
1400000,40 Isabella St APT 4W,Boston,MA,02116,1400000,1536735600000,9/12/18,2,2,1290,1289,1904,CONDO,RECENTLY_SOLD,1290,5,Bay Village,59166070
1855000,1313 Washington St APT 521,Boston,MA,02118,1855000,1536735600000,9/12/18,2,2,1888,1888,2002,CONDO,RECENTLY_SOLD,1888,4,South End,63042267
1500000,15 Sleeper St APT 205,Boston,MA,02210,1500000,1536735600000,9/12/18,2,2,1415,1415,1911,CONDO,RECENTLY_SOLD,1415,5,South Boston,59172138
758000,65 E India Row APT 21G,Boston,MA,02110,758000,1536735600000,9/12/18,1,2,933,933,1970,CONDO,RECENTLY_SOLD,933,4,Downtown,59175094
577000,113 High St # 3,Boston,MA,02129,577000,1536735600000,9/12/18,1,1,754,754,1880,CONDO,RECENTLY_SOLD,754,3,Charlestown,71329786
212500,596 American Legion Hwy APT 3,Boston,MA,02131,212500,1536735600000,9/12/18,1,1,624,624,1965,CONDO,RECENTLY_SOLD,624,3,Roslindale,59146829
307500,190 Savin Hill Ave # 3,Boston,MA,02125,307500,1536735600000,9/12/18,1,1,843,871,1900,CONDO,RECENTLY_SOLD,843,3,North Dorchester,59101850
584500,25 Main St APT B,Boston,MA,02129,584500,1536735600000,9/12/18,1,1,700,674,1987,CONDO,RECENTLY_SOLD,700,3,Charlestown,59099032
2285000,32 Fairfield St SUITE 2,Boston,MA,02116,2285000,1536735600000,9/12/18,1,1,593,593,1875,CONDO,RECENTLY_SOLD,593,2,Back Bay,59176922
875000,28-32 Atlantic Ave UNIT 614,Boston,MA,02110,875000,1536692400000,9/11/18,2,1,890,890,1868,CONDO,RECENTLY_SOLD,890,4,North End,59174340
1150000,77 Woodlawn St,Boston,MA,02130,1150000,1468825200000,7/18/16,6,3,3900,6969,1900,MULTI_FAMILY,SOLD,3900,15,Jamaica Plain,59135732
550000,27 Salcombe St,Boston,MA,02125,550000,1476428400000,10/14/16,6,2,3900,3920,1900,MULTI_FAMILY,SOLD,3900,12,North Dorchester,59109311
599000,29 Tremlett St,Boston,MA,02124,599000,1454310000000,2/1/16,6,3,3900,2717,1910,SINGLE_FAMILY,SOLD,3900,15,South Dorchester,59107688
1500000,72 Woodland Rd,Boston,MA,02130,1500000,1500231600000,7/16/17,3,3.5,3900,6969,1925,SINGLE_FAMILY,SOLD,3900,8,Jamaica Plain,59136424
3250000,68 Pinckney St,Boston,MA,02114,3250000,1453964400000,1/28/16,5,3.5,3799,1306,1899,SINGLE_FAMILY,SOLD,3799,10,Beacon Hill,59174438
755000,9 Prospect St,Boston,MA,02129,755000,1490684400000,3/28/17,8,3,3897,1706,1890,MULTI_FAMILY,SOLD,3897,17,Charlestown,59099861
630000,68 Topliff St,Boston,MA,02122,630000,1488351600000,3/1/17,8,3,3897,6969,1905,MULTI_FAMILY,SOLD,3897,15,South Dorchester,59109878
840000,28 Dix St,Boston,MA,02122,840000,1510606800000,11/13/17,7,3,3896,7405,1895,MULTI_FAMILY,RECENTLY_SOLD,3896,15,South Dorchester,59106861
680000,19 Vesta Rd,Boston,MA,02124,680000,1485932400000,2/1/17,9,3,3894,3000,1905,MULTI_FAMILY,SOLD,3894,18,Roxbury,59112917
370000,152 Homestead St,Boston,MA,02121,370000,1462258800000,5/3/16,6,3,3892,6023,1900,MULTI_FAMILY,SOLD,3892,16,Roxbury,59115468
710000,14 Althea St,Boston,MA,02122,710000,1467874800000,7/7/16,9,3,3888,3484,1905,MULTI_FAMILY,SOLD,3888,18,South Dorchester,59108862
740000,16 Clifton St,Boston,MA,02119,740000,1493380800000,4/28/17,9,3,3888,2178,1890,MULTI_FAMILY,SOLD,3888,15,Roxbury,59185629
535000,105 Neponset Ave,Boston,MA,02122,535000,1454054400000,1/29/16,6,3,3888,3925,1905,MULTI_FAMILY,SOLD,3888,15,South Dorchester,59111888
483500,1150 Bennington St,Boston,MA,02128,483500,1533106800000,8/1/18,9,3,3888,3114,1900,MULTI_FAMILY,RECENTLY_SOLD,3888,18,East Boston,59120535
760000,56 Blue Hill Ave,Boston,MA,02119,760000,1498824000000,6/30/17,9,3,3885,2178,1905,MULTI_FAMILY,SOLD,3885,15,Roxbury,59186321
550000,79 Topliff St,Dorchester,MA,02122,550000,1460358000000,4/11/16,11,3,3885,4356,1905,MULTI_FAMILY,SOLD,3885,,South Dorchester,2143018180
785000,945 Hyde Park Ave,Boston,MA,02136,785000,1513371600000,12/15/17,9,3,3882,5227,1905,MULTI_FAMILY,RECENTLY_SOLD,3882,15,Hyde Park,59125348
780000,26 Jerome St,Boston,MA,02125,780000,1477638000000,10/28/16,8,4,3872,4356,1895,MULTI_FAMILY,SOLD,3872,14,North Dorchester,59108237
1550000,22 Orchard St,Boston,MA,02130,1550000,1526670000000,5/18/18,6,3,3870,6534,1910,MULTI_FAMILY,RECENTLY_SOLD,3870,12,Jamaica Plain,59134797
650000,35 Harwood St,Boston,MA,02124,650000,1489147200000,3/10/17,9,3,3864,6969,1926,MULTI_FAMILY,SOLD,3864,15,Mattapan,59117052
1175000,62 Saint Rose St,Boston,MA,02130,1175000,1517385600000,1/31/18,6,3,3858,3484,1938,MULTI_FAMILY,RECENTLY_SOLD,3858,16,Jamaica Plain,59135442
2000000,7 Lathrop Pl,Boston,MA,02113,2000000,1516982400000,1/26/18,6,4.5,3857,871,1890,MULTI_FAMILY,RECENTLY_SOLD,3857,,North End,2105726708
2200000,910 Hyde Park  Ave,Boston,MA,02136,2200000,1463814000000,5/21/16,21,18,20572,7100,2007,APARTMENT,SOLD,20572,,Hyde Park,2098804772
11000000,142 Beacon St,Boston,MA,02116,11000000,1514304000000,12/26/17,12,13,10452,3484,1900,MULTI_FAMILY,RECENTLY_SOLD,10452,,Back Bay,2103968958
9150000,52 Beacon St,Boston,MA,02108,9150000,1475654400000,10/5/16,13,11,14500,3049,1899,MULTI_FAMILY,SOLD,14500,,Beacon Hill,59174642
49900,14 Walnut St,Boston,MA,02108,49900,1447291800000,11/12/15,6,11,7122,5800,1850,SINGLE_FAMILY,SOLD,7122,18,Beacon Hill,59166273
3750000,677 Tremont St,Boston,MA,02118,3750000,1527274800000,5/25/18,9,9.5,3262,1760,1899,MULTI_FAMILY,RECENTLY_SOLD,3262,20,South End,59183458
1622000,290 North St,Boston,MA,02113,1622000,1501830000000,8/4/17,7,9.5,6300,1924,1941,APARTMENT,SOLD,1016,,North End,2092848520
2562500,327 Shawmut Ave,Boston,MA,02118,2562500,1519851600000,2/28/18,8,9.5,5124,1967,1899,MULTI_FAMILY,RECENTLY_SOLD,5124,17,South End,246886453
1750000,33 Oak St,Boston,MA,02111,1750000,1496232000000,5/31/17,8,8,2520,4243,1899,MULTI_FAMILY,SOLD,2520,18,Chinatown,59127468
15300000,39 Beacon St,Boston,MA,02108,15300000,1498809600000,6/30/17,0,8,14460,5662,1819,MULTI_FAMILY,SOLD,14460,26,Beacon Hill,59166244
2525000,6 Union Park,Boston,MA,02118,2525000,1534748400000,8/20/18,9,8,4833,2743,1900,MULTI_FAMILY,RECENTLY_SOLD,4833,16,South End,246886452
2090000,848 E 5th St,Boston,MA,02127,2090000,1446447600000,11/2/15,10,8,5584,8276,1865,SINGLE_FAMILY,SOLD,5584,19,South Boston,59149986
2350000,5 Wise St,Boston,MA,02130,2350000,1531508400000,7/13/18,17,8,9261,6098,1935,MULTI_FAMILY,RECENTLY_SOLD,9261,,Jamaica Plain,2130174151
1000000,9 Mystic St,Boston,MA,02118,1000000,1488249000000,2/28/17,6,7,2802,1412,1885,MULTI_FAMILY,SOLD,2802,11,South End,59099652
6600000,225 Beacon St,Boston,MA,02116,6600000,1490083200000,3/21/17,6,7,6741,2016,1890,SINGLE_FAMILY,SOLD,6741,12,Back Bay,59171142
550000,59 Armandine St,Dorchester Center,MA,02124,550000,1456729200000,2/29/16,10,7,3600,3484,1920,MULTI_FAMILY,SOLD,3600,,South Dorchester,2128902346
1800000,328 W 3rd St,Boston,MA,02127,1800000,1475233200000,9/30/16,5,6.5,2997,1560,1890,MULTI_FAMILY,SOLD,2997,9,South Boston,59152726
1675000,33 Monument Sq,Boston,MA,02129,1675000,1463727600000,5/20/16,4,6,1888,1888,1896,SINGLE_FAMILY,SOLD,1888,13,Charlestown,59101044
982500,11 Monument St,Boston,MA,02129,982500,1513929600000,12/22/17,5,6,3723,2613,2017,CONDO,RECENTLY_SOLD,3723,13,Charlestown,59101076
465000,543 Hyde Park Ave,Boston,MA,02131,465000,1534921200000,8/22/18,6,6,3528,5662,1905,MULTI_FAMILY,RECENTLY_SOLD,3528,15,Roslindale,59141554
$4.8M,341 Commonwealth Ave,Boston,MA,02115,4800000,1467918000000,7/7/16,8,6,5675,2295,1870,MULTI_FAMILY,FOR_SALE,5675,14,Back Bay,56315519
1367500,1 Larose Pl,Boston,MA,02135,1367500,1495540800000,5/23/17,6,6,3500,4442,2014,MULTI_FAMILY,SOLD,3500,10,Brighton,59090508
775000,45 Alban St,Boston,MA,02124,775000,1494442800000,5/10/17,6,6,4800,12196,1910,MULTI_FAMILY,SOLD,4800,10,South Dorchester,59105116
872500,18 Chase St,Boston,MA,02125,872500,1457659800000,3/11/16,11,6,3300,3049,1905,MULTI_FAMILY,SOLD,3300,20,North Dorchester,59105150
1420000,93 Hillside St,Boston,MA,02120,1420000,1486299600000,2/5/17,12,6,3540,2238,1900,MULTI_FAMILY,SOLD,1200,15,Mission Hill,59187874
6850000,9 Walnut St,Boston,MA,02108,6850000,1501488000000,7/31/17,5,6,6082,1497,1899,SINGLE_FAMILY,SOLD,6082,13,Beacon Hill,59174707
690000,30 Rawson St,Boston,MA,02125,690000,1469185200000,7/22/16,6,6,3264,1572,1935,MULTI_FAMILY,SOLD,3264,15,North Dorchester,59116593
1569000,396 Centre St,Boston,MA,02130,1569000,1477047600000,10/21/16,9,6,3264,2613,1900,MULTI_FAMILY,SOLD,4260,15,South Dorchester,59108818
915000,402 Centre St,Boston,MA,02130,915000,1448283600000,11/23/15,9,6,3540,3049,1900,MULTI_FAMILY,SOLD,1100,11,South Dorchester,59108815
2850000,40 Greenough Ave,Boston,MA,02130,2850000,1531162800000,7/9/18,5,6,5183,10018,1875,SINGLE_FAMILY,RECENTLY_SOLD,5183,14,Jamaica Plain,59133850
1765000,404 Centre St,Boston,MA,02130,1765000,1538751600000,10/5/18,10,6,3600,3536,1930,MULTI_FAMILY,RECENTLY_SOLD,3600,24,Jamaica Plain,59131775
1630000,14 Townsend Street,Boston,MA,02119,1630000,1487077200000,2/14/17,18,6,6252,4921,1900,MULTI_FAMILY,SOLD,6252,,Roxbury,2096766060
727500,20 Vesta Rd,Boston,MA,02124,727500,1513803600000,12/20/17,12,6,5094,5014,1910,MULTI_FAMILY,RECENTLY_SOLD,5094,18,Roxbury,59112894
1950000,214 Chestnut Ave,Boston,MA,02130,1950000,1476446400000,10/14/16,7,6,4987,17424,1986,MULTI_FAMILY,SOLD,4987,10,Jamaica Plain,59130988
10400000,6 Arlington St,Boston,MA,02116,10400000,1537470000000,9/20/18,4,6,4789,3319,1929,CONDO,RECENTLY_SOLD,4789,7,Back Bay,90136106
445000,60 Seymour St,Boston,MA,02131,445000,1534402800000,8/16/18,9,6,3378,4162,1930,MULTI_FAMILY,RECENTLY_SOLD,3378,15,Roslindale,59147137
750000,37 Lamson St,Boston,MA,02128,750000,1458889200000,3/25/16,9,6,3556,1710,1910,MULTI_FAMILY,SOLD,3556,18,East Boston,189996527
895000,82 Marion St,Boston,MA,02128,895000,1532358000000,7/23/18,7,5.5,3312,1306,1900,MULTI_FAMILY,RECENTLY_SOLD,3312,18,East Boston,59123911
7200000,250 Boylston St UNIT 3A,Boston,MA,02116,7200000,1498032000000,6/21/17,4,5.5,2896,2896,1911,CONDO,SOLD,2896,6,Back Bay,61320032
283000,340 Walnut Ave,Boston,MA,02119,283000,1492084800000,4/13/17,8,5.5,7245,7245,1900,SINGLE_FAMILY,SOLD,7245,18,Roxbury,59187891
790000,94 Lyall Ter,Boston,MA,02132,790000,1467039600000,6/27/16,5,5.5,2497,7906,2009,SINGLE_FAMILY,SOLD,2497,8,West Roxbury,102987885
840000,22 Mercer St,Boston,MA,02127,840000,1537945200000,9/26/18,4,5.5,2376,871,2018,MULTI_FAMILY,RECENTLY_SOLD,2376,10,South Boston,59149809
550000,1122 River St,Boston,MA,02136,550000,1485759600000,1/30/17,7,5,3360,6098,1920,MULTI_FAMILY,SOLD,3360,,Hyde Park,2096329871
362914,20 Hazelwood St,Boston,MA,02119,362914,1515666600000,1/11/18,7,5,3325,5136,1900,MULTI_FAMILY,RECENTLY_SOLD,3325,15,Roxbury,59186925
820000,15 Dorr St,Boston,MA,02119,820000,1477638000000,10/28/16,4,5,3427,3484,1860,SINGLE_FAMILY,SOLD,3427,10,Roxbury,59185528
6000000,5 Byron St,Boston,MA,02108,6000000,1475218800000,9/30/16,3,5,5323,6194,1890,CONDO,SOLD,5323,9,Beacon Hill,71558294
3225000,19 Rutland Sq,Boston,MA,02118,3225000,1506931200000,10/2/17,4,5,3827,1306,1860,SINGLE_FAMILY,SOLD,3827,10,South End,59183313
1450000,22 Burton St,Boston,MA,02135,1450000,1500984000000,7/25/17,8,5,3491,6969,1910,MULTI_FAMILY,SOLD,3491,14,Brighton,59096570
2950000,89 Pembroke St #1,Boston,MA,02118,2950000,1517875200000,2/6/18,4,5,2439,1742,1870,SINGLE_FAMILY,RECENTLY_SOLD,2439,11,South End,59182707
1210000,35 Champney St,Boston,MA,02135,1210000,1489993200000,3/20/17,9,5,3193,4791,1925,MULTI_FAMILY,SOLD,3193,14,Brighton,59096727
3125000,29 Dwight St,Boston,MA,02118,3125000,1523390400000,4/10/18,4,5,3720,1306,1890,TOWNHOUSE,RECENTLY_SOLD,3720,15,South End,59181909
430000,6 Logan St APT 1,Boston,MA,02119,430000,1486022400000,2/2/17,3,5,1269,1269,1905,CONDO,SOLD,1269,6,Roxbury,87793657
865000,549 Bennington St,Boston,MA,02128,865000,1470553200000,8/7/16,8,5,3200,4791,1899,MULTI_FAMILY,SOLD,3200,,East Boston,2102765296
4195000,270 Clarendon St APT 2,Boston,MA,02116,4195000,1537513200000,9/21/18,3,5,3376,3376,1899,CONDO,RECENTLY_SOLD,3376,7,Back Bay,87794010
3425000,22 Cumberland St,Boston,MA,02115,3425000,1491791400000,4/10/17,7,5,5550,2243,1890,MULTI_FAMILY,SOLD,5550,17,Back Bay,59178766
590000,38 Edwin St,Boston,MA,02124,590000,1519833600000,2/28/18,6,5,2922,3049,1920,MULTI_FAMILY,RECENTLY_SOLD,2922,,South Dorchester,59112974
599000,34 Rockne Ave,Boston,MA,02124,599000,1537772400000,9/24/18,6,5,3672,4000,2009,MULTI_FAMILY,RECENTLY_SOLD,3672,12,South Dorchester,90141378
680000,10 Nantasket Ave,Boston,MA,02135,680000,1458630000000,3/22/16,4,5,3440,10011,1910,MULTI_FAMILY,SOLD,3440,15,Brighton,59090491
810000,4073 Washington St,Boston,MA,02131,810000,1511902800000,11/28/17,8,5,2716,5227,1910,MULTI_FAMILY,RECENTLY_SOLD,2716,11,Roslindale,59144851
1175000,2 Parley Vale,Boston,MA,02130,1175000,1478779200000,11/10/16,5,5,3560,7405,1900,MULTI_FAMILY,SOLD,3560,12,Jamaica Plain,59132936
797000,227 Gladstone St,Boston,MA,02128,797000,1535353200000,8/27/18,4,5,3479,7635,2016,MULTI_FAMILY,RECENTLY_SOLD,3479,10,East Boston,189993413
