title,address,city,state,zipcode,price,date_sold,readable_date_sold,bedrooms,bathrooms,living_area,lot_size,year_built,home_type,home_status,finished_SqFt,total_rooms,neighborhood,zpid
1200000,616 E 6th St,Boston,MA,02127,1200000,1454050800000,1/29/16,6,5,3125,3049,1890,MULTI_FAMILY,SOLD,3125,13,South Boston,59148862
520000,40 Catherine St,Boston,MA,02131,520000,1533049200000,7/31/18,5,5,3000,4791,2015,MULTI_FAMILY,RECENTLY_SOLD,3000,10,Jamaica Plain,59147267
589000,113-119 River St,Mattapan,MA,02126,589000,1458889200000,3/25/16,13,5,5370,5370,1894,MULTI_FAMILY,SOLD,5370,18,Mattapan,2099203093
850000,25 Cornwall St,Boston,MA,02130,850000,1490943600000,3/31/17,4,5,1863,4792,1899,SINGLE_FAMILY,SOLD,1863,8,Jamaica Plain,59133421
400000,59 Mozart St,Boston,MA,02130,400000,1472799600000,9/2/16,5,5,2270,3201,1900,MULTI_FAMILY,SOLD,2270,11,Jamaica Plain,59132813
599000,6 Parkwood Ter,Boston,MA,02130,599000,1472472000000,8/29/16,5,5,2199,2614,1920,SINGLE_FAMILY,SOLD,2199,9,Jamaica Plain,59131433
2220000,88 Lambert Ave,Roxbury,MA,02119,2220000,1513371600000,12/15/17,7,5,10744,28313,1794,SINGLE_FAMILY,RECENTLY_SOLD,10744,,Roxbury,2096703742
3750000,1 Avery St PENTHOUSE 3B,Boston,MA,02111,3750000,1485241200000,1/24/17,2,5,2971,2971,2000,CONDO,SOLD,2971,7,Chinatown,61319818
439900,589 Saratoga St,Boston,MA,02128,439900,1462950000000,5/11/16,2,5,1768,2495,1910,SINGLE_FAMILY,SOLD,1768,9,East Boston,59122136
1321000,27 Shannon St,Boston,MA,02135,1321000,1456210800000,2/23/16,6,5,2900,3920,1930,MULTI_FAMILY,SOLD,2900,,Brighton,2122347365
420000,73 W Cottage St,Boston,MA,02125,420000,1503673200000,8/25/17,9,5,2890,3484,1890,MULTI_FAMILY,SOLD,2890,13,Roxbury,59106921
370000,17 Adams St,Boston,MA,02136,370000,1471590000000,8/19/16,6,4.5,8003,8003,2007,SINGLE_FAMILY,SOLD,8003,12,Hyde Park,87796248
710000,6 Trent St,Boston,MA,02125,710000,1509390000000,10/30/17,6,4.5,3168,3049,1905,MULTI_FAMILY,RECENTLY_SOLD,3168,15,North Dorchester,59106766
283500,13 Hendry St,Boston,MA,02122,283500,1489132800000,3/10/17,9,4.5,3396,3484,1905,MULTI_FAMILY,SOLD,3396,15,North Dorchester,59107098
559500,68 Welles Ave,Boston,MA,02124,559500,1452096000000,1/6/16,6,4.5,2932,6969,1890,MULTI_FAMILY,SOLD,2932,11,South Dorchester,59110850
450000,89 Train St,Boston,MA,02122,450000,1534834800000,8/21/18,6,4.5,3444,3920,1885,MULTI_FAMILY,RECENTLY_SOLD,3444,15,South Dorchester,59111647
2650000,1 Avery St APT 20B,Boston,MA,02111,2650000,1535655600000,8/30/18,3,4.5,2667,2667,2000,CONDO,RECENTLY_SOLD,2667,6,Chinatown,61319749
550000,36 Abbot St,Boston,MA,02124,550000,1456815600000,3/1/16,9,4.5,3639,3049,1910,MULTI_FAMILY,SOLD,3639,15,Roxbury,59112606
1275000,21 Mill St,Boston,MA,02122,1275000,1450940400000,12/24/15,7,4.5,6200,25267,1842,MULTI_FAMILY,SOLD,6200,16,South Dorchester,60113207
850000,51 Hutchings St,Boston,MA,02121,850000,1519833600000,2/28/18,6,4.5,5240,18295,1905,MULTI_FAMILY,RECENTLY_SOLD,5240,10,Roxbury,59115498
750000,132 Bremen St,Boston,MA,02128,750000,1472626800000,8/31/16,7,4.5,2762,2178,1900,MULTI_FAMILY,SOLD,2762,14,East Boston,59213199
1250000,149 Cottage St,Boston,MA,02128,1250000,1482822000000,12/27/16,8,4.5,3684,2042,1908,MULTI_FAMILY,SOLD,3684,14,East Boston,59122657
730000,3 Fairland St,Boston,MA,02119,730000,1506686400000,9/29/17,8,4.5,3708,1467,1890,MULTI_FAMILY,SOLD,3708,14,Roxbury,59188247
1650000,175 Northampton St APT 2,Boston,MA,02118,1650000,1526626800000,5/18/18,4,4.5,2445,2445,1905,CONDO,RECENTLY_SOLD,2445,8,South End,120921855
490000,30 Armstrong St,Boston,MA,02130,490000,1516395600000,1/19/18,4,4.5,2458,2100,1900,MULTI_FAMILY,RECENTLY_SOLD,2458,12,Jamaica Plain,59132614
1950000,44 Sullivan St,Boston,MA,02129,1950000,1530212400000,6/28/18,4,4.5,3344,2613,2012,SINGLE_FAMILY,RECENTLY_SOLD,3344,7,Charlestown,59100689
3100000,31 E Concord St,Boston,MA,02118,3100000,1509476400000,10/31/17,5,4.5,3637,1742,1860,SINGLE_FAMILY,RECENTLY_SOLD,3637,9,South End,59183630
2340000,8 Greenough Ave,Boston,MA,02130,2340000,1533322800000,8/3/18,6,4.5,4801,8712,1910,SINGLE_FAMILY,RECENTLY_SOLD,4801,15,Jamaica Plain,59133841
1600000,222 Allandale Rd # A,Boston,MA,02131,1600000,1495713600000,5/25/17,4,4.5,5358,6748,1989,CONDO,SOLD,5358,12,West Roxbury,59162465
1150000,31 Atwill Rd,Boston,MA,02132,1150000,1514476800000,12/28/17,4,4.5,3676,13939,1950,SINGLE_FAMILY,RECENTLY_SOLD,3676,7,West Roxbury,59156490
1235000,66 Park St,Boston,MA,02108,1235000,1517414400000,1/31/18,4,4.5,3385,7405,1927,SINGLE_FAMILY,RECENTLY_SOLD,3385,7,West Roxbury,59156395
554000,111 Walk Hill St # 1,Boston,MA,02130,554000,1536649200000,9/11/18,3,2,1201,5184,1920,CONDO,RECENTLY_SOLD,1201,7,Jamaica Plain,59210472
805000,405 E 3rd St # 1,Boston,MA,02127,805000,1536649200000,9/11/18,2,3,1361,1361,1900,CONDO,RECENTLY_SOLD,1361,5,South Boston,71332476
699000,19 Cortes St APT 6,Boston,MA,02116,699000,1536649200000,9/11/18,2,1,890,890,1900,CONDO,RECENTLY_SOLD,890,4,Bay Village,71546472
225000,137-141 Meridian St APT 1,Boston,MA,02128,225000,1536649200000,9/11/18,2,1,1017,1441,2004,CONDO,RECENTLY_SOLD,1017,4,East Boston,87792050
1790000,343 Commercial St # 202,Boston,MA,02109,1790000,1536606000000,9/10/18,2,2,1562,100000000,1830,CONDO,RECENTLY_SOLD,1562,4,North End,59173894
450000,15 Swift Ter # 2,East Boston,MA,02128,450000,1536606000000,9/10/18,2,1,712,2178,2018,CONDO,RECENTLY_SOLD,712,,East Boston,2090454040
490000,370 Chestnut Hill Ave APT 21,Boston,MA,02135,490000,1536606000000,9/10/18,2,1,876,876,1950,CONDO,RECENTLY_SOLD,876,4,Brighton,59094993
361500,43 Stellman Rd # 2,Boston,MA,02131,361500,1536562800000,9/10/18,2,1,870,871,1920,CONDO,RECENTLY_SOLD,870,5,Roslindale,81859440
1254000,30 Union Park St UNIT 404,Boston,MA,02118,1254000,1536562800000,9/10/18,1,2,1235,1235,2006,CONDO,RECENTLY_SOLD,1235,4,South End,87796069
630000,75 Sedgwick St APT 2,Boston,MA,02130,630000,1536562800000,9/10/18,3,1,1280,1280,1904,CONDO,RECENTLY_SOLD,1280,6,Jamaica Plain,67096444
450000,15 Swift Ter,Boston,MA,02128,450000,1536562800000,9/10/18,2,1,600,2178,2018,CONDO,RECENTLY_SOLD,600,5,East Boston,59122563
310000,114 Strathmore Rd APT 106,Boston,MA,02135,310000,1536562800000,9/10/18,1,1,553,553,1940,MULTI_FAMILY,RECENTLY_SOLD,553,3,Brighton,59093987
490000,5 Haley St,Boston,MA,02119,490000,1536476400000,9/9/18,3,2,2050,4150,1910,SINGLE_FAMILY,RECENTLY_SOLD,2050,7,Roxbury,59187135
749000,802 Tremont St APT 4,Boston,MA,02118,749000,1536350400000,9/7/18,2,1,766,766,1920,CONDO,RECENTLY_SOLD,766,4,South End,59188451
860000,314 Shawmut Ave APT 7,Boston,MA,02118,860000,1536350400000,9/7/18,2,1,808,808,1890,CONDO,RECENTLY_SOLD,808,5,South End,59182176
1835000,6 Melrose St,Boston,MA,02116,1835000,1533020400000,7/31/18,3,4.5,2260,871,1826,SINGLE_FAMILY,RECENTLY_SOLD,2260,8,Bay Village,59175949
3800000,500 Atlantic Ave UNIT 16K,Boston,MA,02210,3800000,1505131200000,9/11/17,3,4.5,3385,3385,2006,CONDO,SOLD,3385,5,Downtown,81858893
615000,55 Davison St,Boston,MA,02136,615000,1507622400000,10/10/17,7,4,2776,7840,1870,MULTI_FAMILY,SOLD,2776,12,Hyde Park,59126775
585000,64 Williams Ave,Boston,MA,02136,585000,1503921600000,8/28/17,6,4,3453,2973,1920,MULTI_FAMILY,SOLD,3453,12,Hyde Park,59127539
375454,21 Brainard St,Boston,MA,02136,375454,1476091800000,10/10/16,5,4,1825,7840,1904,SINGLE_FAMILY,SOLD,1825,9,Hyde Park,59127632
610000,34 Imbaro Rd,Boston,MA,02136,610000,1494849600000,5/15/17,4,4,2452,5993,2002,SINGLE_FAMILY,SOLD,2452,12,Hyde Park,59128823
430000,34 Joan Rd,Boston,MA,02136,430000,1517605200000,2/2/18,3,4,1980,7044,1957,SINGLE_FAMILY,RECENTLY_SOLD,1980,7,Hyde Park,59130236
549900,62 Alexander St,Boston,MA,02125,549900,1448847000000,11/30/15,6,4,5540,5662,1910,MULTI_FAMILY,SOLD,5540,10,Roxbury,59103327
466000,3 Annapolis St,Boston,MA,02125,466000,1525158000000,5/1/18,8,4,3519,2613,1905,MULTI_FAMILY,RECENTLY_SOLD,3519,19,North Dorchester,59103400
840000,66 Perkins St,Boston,MA,02130,840000,1451343600000,12/28/15,4,4,2705,5375,1910,SINGLE_FAMILY,SOLD,2705,10,Jamaica Plain,59132161
540000,27 Richfield St,Boston,MA,02125,540000,1483081200000,12/30/16,5,4,3589,5000,2002,SINGLE_FAMILY,SOLD,3589,9,South Dorchester,59103796
1025000,21 Spring Park Ave # A,Boston,MA,02130,1025000,1496390400000,6/2/17,4,4,3742,3742,1888,SINGLE_FAMILY,SOLD,3742,12,Jamaica Plain,59132445
1175000,260 Lamartine St,Boston,MA,02130,1175000,1502798400000,8/15/17,4,4,2150,4356,1895,SINGLE_FAMILY,SOLD,2150,9,Jamaica Plain,59132511
575000,36 Spencer St,Boston,MA,02124,575000,1492542000000,4/18/17,7,4,3083,4526,1900,MULTI_FAMILY,SOLD,3083,15,South Dorchester,59104073
3432500,4 Byron St,Boston,MA,02108,3432500,1532502000000,7/25/18,3,4,2842,3372,1890,CONDO,RECENTLY_SOLD,3357,15,Beacon Hill,59172673
2640000,1 Avery St APT 30A,Boston,MA,02111,2640000,1530169200000,6/28/18,3,4,2242,2242,2000,CONDO,RECENTLY_SOLD,2242,6,Chinatown,61319787
3750000,1 Avery St APT 25B,Boston,MA,02111,3750000,1488369600000,3/1/17,3,4,2667,2613,2001,CONDO,SOLD,2667,7,Chinatown,61319768
1050000,27 Melville Ave,Boston,MA,02124,1050000,1495679400000,5/25/17,5,4,3512,14810,1890,SINGLE_FAMILY,SOLD,3512,12,South Dorchester,59107436
3800000,31 Cumberland St,Boston,MA,02115,3800000,1465815600000,6/13/16,3,4,3524,1742,1888,SINGLE_FAMILY,SOLD,3524,7,Back Bay,81858377
3200000,500 Atlantic Ave UNIT 15P,Boston,MA,02210,3200000,1531839600000,7/17/18,3,4,2727,2727,2006,CONDO,RECENTLY_SOLD,2727,5,Downtown,81858750
565000,36 Kenwood St,Boston,MA,02124,565000,1458802800000,3/24/16,5,4,2678,6314,1890,SINGLE_FAMILY,SOLD,2678,11,South Dorchester,59108914
1400000,14 Myrtle St,Boston,MA,02114,1400000,1498824000000,6/30/17,6,4,3550,9500,1845,SINGLE_FAMILY,SOLD,3550,13,Jamaica Plain,59213099
525000,26 Quincy St,Boston,MA,02121,525000,1453881600000,1/27/16,6,4,3458,8712,1900,MULTI_FAMILY,SOLD,3458,10,Roxbury,59108947
2675000,546 Columbus Ave # 2,Boston,MA,02118,2675000,1496889000000,6/8/17,4,4,2850,1486,1800,CONDO,SOLD,2850,8,South End,59212618
2150000,32 Commonwealth Ave APT 1,Boston,MA,02116,2150000,1523948400000,4/17/18,3,4,2153,2153,1900,CONDO,RECENTLY_SOLD,2153,7,Back Bay,59212022
2950000,226 W Canton St # 2,Boston,MA,02116,2950000,1469084400000,7/21/16,3,4,2522,2522,1865,CONDO,SOLD,2522,8,Back Bay,87793389
487500,56 East St,Boston,MA,02122,487500,1534402800000,8/16/18,6,4,2760,5227,1900,MULTI_FAMILY,RECENTLY_SOLD,2760,12,South Dorchester,89138928
2305000,61 Dartmouth St # 1,Boston,MA,02116,2305000,1458716400000,3/23/16,3,4,2738,2738,1910,CONDO,SOLD,2738,7,South End,102981545
870000,37 Telegraph St,Boston,MA,02127,870000,1448002800000,11/20/15,6,4,2822,1306,1910,MULTI_FAMILY,SOLD,2822,16,South Boston,102984305
3400000,400 Stuart St # 20E,Boston,MA,02116,3400000,1461292200000,4/22/16,3,4,1878,1742,2009,CONDO,SOLD,1878,5,Back Bay,102987676
1015000,4 Burke St,Boston,MA,02120,1015000,1460358000000,4/11/16,5,4,2133,871,1900,MULTI_FAMILY,SOLD,2133,11,South End,59187536
615000,235 Columbia Rd,Boston,MA,02121,615000,1507723200000,10/11/17,5,4,2412,2613,2003,MULTI_FAMILY,SOLD,2412,12,Roxbury,59106450
975000,24 W Tremlett St,Boston,MA,02124,975000,1526367600000,5/15/18,13,4,4770,4356,1905,MULTI_FAMILY,RECENTLY_SOLD,4770,20,South Dorchester,59106337
680000,11 Maywood St,Boston,MA,02119,680000,1477897200000,10/31/16,10,4,3517,3920,1900,MULTI_FAMILY,SOLD,3517,17,Roxbury,59186823
860000,28 W Tremlett St,Boston,MA,02124,860000,1519678800000,2/26/18,12,4,4770,4356,1905,MULTI_FAMILY,RECENTLY_SOLD,4770,18,South Dorchester,59106336
500000,47 Alpine St # 1,Roxbury,MA,02119,500000,1517346000000,1/30/18,4,4,3406,3406,1900,CONDO,RECENTLY_SOLD,3406,10,Roxbury,2097754281
940000,219 Highland St,Boston,MA,02119,940000,1516291200000,1/18/18,5,4,3120,9583,1905,MULTI_FAMILY,RECENTLY_SOLD,3120,17,Roxbury,59186149
794900,24 Leroy St,Boston,MA,02122,794900,1514494800000,12/28/17,8,4,3147,3049,1905,MULTI_FAMILY,RECENTLY_SOLD,3147,18,South Dorchester,59109789
1885000,21 Worthington St,Boston,MA,02120,1885000,1527606000000,5/29/18,9,4,2802,1306,1900,MULTI_FAMILY,RECENTLY_SOLD,2802,8,Mission Hill,59185893
660000,178 Bowdoin St,Boston,MA,02108,660000,1523559600000,4/12/18,8,4,3142,3049,1920,MULTI_FAMILY,RECENTLY_SOLD,3142,14,South Dorchester,59106202
870000,3 Cary Pl,Boston,MA,02129,870000,1446188400000,10/30/15,3,4,1580,1580,1900,CONDO,SOLD,1580,5,Charlestown,113388847
1550000,46 Mead St,Boston,MA,02129,1550000,1500604200000,7/21/17,4,4,3000,1599,2010,SINGLE_FAMILY,SOLD,3000,9,Charlestown,113389697
851000,37 Spring Park Ave,Boston,MA,02130,851000,1474286400000,9/19/16,5,4,1992,4791,1898,TOWNHOUSE,SOLD,1156,6,Jamaica Plain,59132453
2390000,58 Rutland St # 1,Boston,MA,02118,2390000,1466406000000,6/20/16,3,4,2348,9999,1910,CONDO,SOLD,2239,6,South End,246886870
1920000,216 W Springfield St APT 1,Boston,MA,02118,1920000,1448332200000,11/24/15,3,4,1995,2178,1870,CONDO,SOLD,1995,6,South End,59184291
2500000,458 Shawmut Ave,Boston,MA,02118,2500000,1501570800000,8/1/17,5,4,2486,1306,1846,SINGLE_FAMILY,SOLD,2486,9,South End,59184061
1525000,1 Worcester Sq APT 2,Boston,MA,02118,1525000,1485154800000,1/23/17,3,4,2512,2146,1900,CONDO,SOLD,2512,7,South End,59183701
3295000,85 Pembroke St # 1,Boston,MA,02118,3295000,1534316400000,8/15/18,3,4,2685,2685,1910,CONDO,RECENTLY_SOLD,2685,6,South End,120922998
790000,186 Walter St,Boston,MA,02131,790000,1479452400000,11/18/16,4,4,3383,5227,2009,SINGLE_FAMILY,SOLD,3383,9,Roslindale,120923209
2775000,37 Rutland Sq # 1,Boston,MA,02118,2775000,1504044000000,8/29/17,3,4,2132,2178,1890,CONDO,SOLD,2132,7,South End,59183326
940000,418 Talbot Ave,Boston,MA,02124,940000,1522090800000,3/26/18,10,4,3630,5418,1905,MULTI_FAMILY,RECENTLY_SOLD,3630,15,South Dorchester,59105506
620000,125 Wood Ave,Boston,MA,02136,620000,1531249200000,7/10/18,4,4,2500,6534,2015,SINGLE_FAMILY,RECENTLY_SOLD,2500,9,Hyde Park,123515861
1800000,195 W Springfield St,Boston,MA,02118,1800000,1499653800000,7/10/17,4,4,2376,1742,1900,SINGLE_FAMILY,SOLD,2376,10,South End,59183045
2730000,30 Claremont Park,Boston,MA,02118,2730000,1496390400000,6/2/17,3,4,2471,1584,1870,TOWNHOUSE,SOLD,2471,12,Back Bay,59182990
420000,5 Maybury St,Boston,MA,02121,420000,1475478000000,10/3/16,6,4,3245,5084,1905,MULTI_FAMILY,SOLD,3245,13,Roxbury,59110893
3400000,166 W Brookline St,Boston,MA,02118,3400000,1531494000000,7/13/18,3,4,2402,1440,1850,CONDO,RECENTLY_SOLD,2402,10,South End,59182789
520000,38 Fayston St,Boston,MA,02121,520000,1464678000000,5/31/16,9,4,3741,2227,1925,MULTI_FAMILY,SOLD,3741,17,Roxbury,59105158
1060000,61 Alban St,Boston,MA,02124,1060000,1486558800000,2/8/17,7,4,5239,9147,1888,SINGLE_FAMILY,SOLD,5239,16,South Dorchester,59105118
2175000,1154 Washington St APT 3,Boston,MA,02118,2175000,1460055600000,4/7/16,3,4,2661,1825,1899,CONDO,SOLD,2661,7,South End,59182273
2600000,55 Dwight St,Boston,MA,02118,2600000,1466424000000,6/20/16,3,4,1275,1275,1890,SINGLE_FAMILY,SOLD,1275,9,South End,59181922
1900000,416 Commonwealth Ave APT 103,Boston,MA,02215,1900000,1479177000000,11/15/16,4,4,2200,2200,1910,CONDO,SOLD,2200,6,Back Bay,59178900
2250000,102 Saint Botolph St,Boston,MA,02115,2250000,1507291200000,10/6/17,5,4,3365,1742,1880,SINGLE_FAMILY,SOLD,3365,9,Back Bay,59178703
2625000,6 Milford St # 2,Boston,MA,02118,2625000,1468825200000,7/18/16,3,4,2167,2167,1900,CONDO,SOLD,2167,7,South End,123850293
2250000,8 Unity St,Boston,MA,02113,2250000,1529006400000,6/14/18,9,4,3098,871,1899,MULTI_FAMILY,RECENTLY_SOLD,3098,17,North End,189932355
8400000,2 Commonwealth Ave PENTHOUSE 4,Boston,MA,02116,8400000,1450834200000,12/23/15,3,4,2517,2517,1982,CONDO,SOLD,2517,6,Back Bay,59176262
2040000,4 Melrose St,Boston,MA,02116,2040000,1529694000000,6/22/18,3,4,2454,871,1875,SINGLE_FAMILY,RECENTLY_SOLD,2454,8,Bay Village,59175948
2400000,65 E India Row UNIT 12E-F,Boston,MA,02110,2400000,1534791600000,8/20/18,3,4,2511,1634,1970,CONDO,RECENTLY_SOLD,2511,10,Downtown,59175031
608000,64 Thetford Ave,Boston,MA,02124,608000,1484208000000,1/12/17,8,4,3595,6000,1900,MULTI_FAMILY,SOLD,3595,15,Mattapan,59112259
537000,56 Stella Rd,Boston,MA,02131,537000,1520881200000,3/12/18,5,4,7003,7003,2015,SINGLE_FAMILY,RECENTLY_SOLD,7003,11,Roslindale,190033896
999900,17 Harley St,Boston,MA,02124,999900,1510281000000,11/10/17,5,4,2415,6098,1887,SINGLE_FAMILY,RECENTLY_SOLD,2415,9,South Dorchester,59112441
749000,51 Welles Ave,Boston,MA,02124,749000,1491964200000,4/12/17,6,4,3519,9147,1900,SINGLE_FAMILY,SOLD,3519,11,South Dorchester,59112453
2000,23 Millmont St,Boston,MA,02119,2000,1529953200000,6/25/18,4,4,3384,7300,2006,MULTI_FAMILY,RECENTLY_SOLD,3384,10,Roxbury,190041240
660000,1496 Centre St,Boston,MA,02131,660000,1459474200000,4/1/16,6,4,2943,5227,1910,MULTI_FAMILY,SOLD,2943,,Roslindale,2099719776
775000,50 Msgr Patrick J Lydon Way,Boston,MA,02124,775000,1525374000000,5/3/18,6,4,2607,3049,1892,SINGLE_FAMILY,RECENTLY_SOLD,2607,10,South Dorchester,59113033
1788000,103 Myrtle St,Boston,MA,02114,1788000,1455865200000,2/19/16,3,4,2400,675,1890,MULTI_FAMILY,SOLD,2400,10,Beacon Hill,59173626
2575000,52 Revere St,Boston,MA,02114,2575000,1519142400000,2/20/18,4,4,2771,600,1890,SINGLE_FAMILY,RECENTLY_SOLD,2771,8,Beacon Hill,59173614
3400000,103 Mount Vernon St,Boston,MA,02108,3400000,1497254400000,6/12/17,4,4,2911,435,1820,SINGLE_FAMILY,SOLD,2911,12,Beacon Hill,59173036
3100,152 Warren Ave,Boston,MA,02116,3100,1528138800000,6/4/18,6,4,3674,1936,1900,MULTI_FAMILY,RECENTLY_SOLD,3674,14,South End,59172312
890000,89 Wachusett St,Boston,MA,02130,890000,1509537600000,11/1/17,9,4,3515,3920,1900,MULTI_FAMILY,RECENTLY_SOLD,3515,17,Jamaica Plain,59135963
900000,56 Patten St,Boston,MA,02130,900000,1452085200000,1/6/16,14,4,5911,8794,1920,MULTI_FAMILY,SOLD,5911,20,Jamaica Plain,59136009
560000,79 Regis Rd,Boston,MA,02126,560000,1496404800000,6/2/17,7,4,2629,3920,1920,MULTI_FAMILY,SOLD,2629,15,Mattapan,59138352
550000,448 Norfolk St,Boston,MA,02126,550000,1450767600000,12/22/15,12,4,3697,4791,1905,MULTI_FAMILY,SOLD,3697,17,Mattapan,59139407
2200000,47 Monument Sq,Charlestown,MA,02129,2200000,1466665200000,6/23/16,4,4,3180,3580,1700,SINGLE_FAMILY,SOLD,3180,8,Charlestown,2136218355
545000,16 Jewett St,Boston,MA,02131,545000,1455868800000,2/19/16,5,4,2134,6534,1915,MULTI_FAMILY,SOLD,2134,10,Roslindale,59141374
5300,46 Cerdan Ave,Boston,MA,02132,5300,1525532400000,5/5/18,5,4,2674,6564,1938,SINGLE_FAMILY,RECENTLY_SOLD,2674,9,West Roxbury,59142418
810000,39 Bradfield Ave,Boston,MA,02131,810000,1509390000000,10/30/17,4,4,2406,4950,1900,SINGLE_FAMILY,RECENTLY_SOLD,2406,8,Roslindale,59142809
422000,103 Stimson St,Boston,MA,02132,422000,1501660800000,8/2/17,4,4,1625,13068,1950,SINGLE_FAMILY,SOLD,1625,7,West Roxbury,59161199
900000,65 Green St,Boston,MA,02129,900000,1530284400000,6/29/18,5,4,1632,1632,1880,SINGLE_FAMILY,RECENTLY_SOLD,1632,11,Charlestown,59100748
729000,243 Forest Hills St,Boston,MA,02130,729000,1462532400000,5/6/16,3,4,2723,9147,2000,SINGLE_FAMILY,SOLD,2723,9,Jamaica Plain,59210562
555000,19 Crosstown Ave,Boston,MA,02132,555000,1469775600000,7/29/16,4,4,1824,6098,1965,SINGLE_FAMILY,SOLD,1824,10,West Roxbury,59160657
625000,68 Billings St,Boston,MA,02132,625000,1507896000000,10/13/17,4,4,2350,6534,1989,SINGLE_FAMILY,SOLD,2350,8,West Roxbury,59160022
900000,281 Ashmont St,Boston,MA,02124,900000,1507834800000,10/12/17,5,4,3843,12196,1892,SINGLE_FAMILY,SOLD,3843,13,South Dorchester,59115811
925000,125 Temple St,Boston,MA,02132,925000,1480424400000,11/29/16,5,4,3600,10018,1880,SINGLE_FAMILY,SOLD,3600,15,West Roxbury,59158126
860000,257 Temple St,Boston,MA,02132,860000,1488283200000,2/28/17,4,4,2750,6534,1885,SINGLE_FAMILY,SOLD,2750,6,West Roxbury,59157856
475000,311 Ashmont St,Boston,MA,02124,475000,1452668400000,1/13/16,5,4,3000,8400,1927,SINGLE_FAMILY,SOLD,3000,8,South Dorchester,59116112
879000,97 Pierce Ave,Boston,MA,02122,879000,1533150000000,8/1/18,5,4,1986,9693,1864,MULTI_FAMILY,RECENTLY_SOLD,1986,11,South Dorchester,59116270
375000,20 Codman Hill Ave,Boston,MA,02124,375000,1476860400000,10/19/16,6,4,2782,7500,1920,MULTI_FAMILY,SOLD,2782,13,South Dorchester,59116715
770000,6 Holden Row,Boston,MA,02129,770000,1452236400000,1/8/16,3,4,2064,828,1880,MULTI_FAMILY,SOLD,2064,7,Charlestown,59100550
750000,18 Saint Margaret St,Boston,MA,02125,750000,1497614400000,6/16/17,4,4,2092,2613,1900,SINGLE_FAMILY,SOLD,2092,9,North Dorchester,59116980
815000,72 Gladstone St,Boston,MA,02128,815000,1480489200000,11/30/16,8,4,3828,6519,1910,MULTI_FAMILY,SOLD,3828,17,East Boston,59120517
2400000,20 Isabella St,Boston,MA,02116,2400000,1467874800000,7/7/16,7,4,3732,1306,1899,MULTI_FAMILY,SOLD,3732,,Bay Village,2121181784
510000,15 Havelock St,Boston,MA,02124,510000,1445583600000,10/23/15,8,4,3080,3920,1900,MULTI_FAMILY,SOLD,3080,14,Mattapan,59117510
830000,23 Chickatawbut St,Boston,MA,02122,830000,1536303600000,9/7/18,7,4,3798,14560,1890,MULTI_FAMILY,RECENTLY_SOLD,3798,16,South Dorchester,59117499
3290000,83 Warren Ave,Boston,MA,02116,3290000,1456815600000,3/1/16,4,4,3400,1306,1890,SINGLE_FAMILY,SOLD,3400,11,South End,59168637
675000,51 Saint Andrew Rd,Boston,MA,02128,675000,1454054400000,1/29/16,7,4,3175,5436,1915,MULTI_FAMILY,SOLD,3175,12,East Boston,59120725
1030000,1052 Saratoga St,Boston,MA,02128,1030000,1535569200000,8/29/18,8,4,3800,3484,1900,MULTI_FAMILY,RECENTLY_SOLD,3800,17,East Boston,59120859
585000,727 Bennington St,Boston,MA,02128,585000,1465801200000,6/13/16,8,4,2880,5227,1910,MULTI_FAMILY,SOLD,2880,11,East Boston,59120915
839000,283 Webster St,Boston,MA,02128,839000,1511164800000,11/20/17,8,4,2819,1873,1910,MULTI_FAMILY,RECENTLY_SOLD,2819,14,East Boston,59121184
490000,353 Sumner St,Boston,MA,02128,490000,1489647600000,3/16/17,4,4,3108,1306,2016,MULTI_FAMILY,SOLD,3108,13,East Boston,59121280
649000,57 Webster St,Boston,MA,02128,649000,1466164800000,6/17/16,4,4,3500,1120,1910,MULTI_FAMILY,SOLD,3500,9,East Boston,59121339
1400000,96 Webster St,Boston,MA,02128,1400000,1516291200000,1/18/18,6,4,3543,2613,1910,MULTI_FAMILY,RECENTLY_SOLD,3543,17,East Boston,59121399
815000,279 Sumner St,Boston,MA,02128,815000,1452582000000,1/12/16,4,4,2703,1306,1988,MULTI_FAMILY,SOLD,2703,11,East Boston,59121429
910000,218 E Eagle St,Boston,MA,02128,910000,1498824000000,6/30/17,8,4,3396,2178,1900,MULTI_FAMILY,SOLD,3396,12,East Boston,59121960
1480000,23 Cheshire Street,Jamaica Plain,MA,02130,1480000,1459666800000,4/3/16,4,4,3775,9706,1900,TOWNHOUSE,SOLD,3775,8,Jamaica Plain,247150675
469000,29 Speedwell St,Boston,MA,02122,469000,1488373200000,3/1/17,6,4,3250,4356,1900,MULTI_FAMILY,SOLD,3250,10,South Dorchester,59107828
589000,20 Grant St,Boston,MA,02125,589000,1467792000000,7/6/16,3,4,1900,2613,1989,SINGLE_FAMILY,SOLD,1900,7,North Dorchester,63041999
529000,39 Juliette St # 1,Boston,MA,02122,529000,1536346800000,9/7/18,3,3,1254,1254,2007,CONDO,RECENTLY_SOLD,1254,5,South Dorchester,90141353
270000,33 Wilmot St,Boston,MA,02131,270000,1536346800000,9/7/18,3,1,900,4778,1957,SINGLE_FAMILY,RECENTLY_SOLD,900,5,Roslindale,59143668
